"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)","WHEAT IRRIGATED AREA (1000 ha)","KHARIF SORGHUM IRRIGATED AREA (1000 ha)","RABI SORGHUM IRRIGATED AREA (1000 ha)","SORGHUM IRRIGATED AREA (1000 ha)","PEARL MILLET IRRIGATED AREA (1000 ha)","MAIZE IRRIGATED AREA (1000 ha)","FINGER MILLET IRRIGATED AREA (1000 ha)","BARLEY IRRIGATED AREA (1000 ha)","CHICKPEA IRRIGATED AREA (1000 ha)","PIGEONPEA IRRIGATED AREA (1000 ha)","MINOR PULSES IRRIGATED AREA (1000 ha)","PULSES IRRIGATED AREA (1000 ha)","GROUNDNUT IRRIGATED AREA (1000 ha)","SESAMUM IRRIGATED AREA (1000 ha)","LINSEED IRRIGATED AREA (1000 ha)","SUGARCANE IRRIGATED AREA (1000 ha)","COTTON IRRIGATED AREA (1000 ha)","FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha)","FODDER IRRIGATED AREA (1000 ha)"
"96","1990","7","Maharashtra","Thane","1.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.1","0.5","0.2","0.0","0.0","0.0","0.0","3.6","0.0"
"96","1991","7","Maharashtra","Thane","1.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.5","0.2","0.0","0.0","0.0","0.0","6.1","0.0"
"96","1992","7","Maharashtra","Thane","1.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.7","0.2","0.0","0.0","0.0","0.0","6.4","0.0"
"96","1993","7","Maharashtra","Thane","2.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.7","0.3","0.0","0.0","0.0","0.0","6.2","0.0"
"96","1994","7","Maharashtra","Thane","3.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.2","0.0","0.0","0.0","0.0","7.8","0.0"
"96","1995","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0","0.0","1.4","0.3","0.0","0.0","0.0","0.0","9.3","0.0"
"96","1996","7","Maharashtra","Thane","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.0","0.0","2.4","0.3","0.0","0.0","0.0","0.0","11.4","0.0"
"96","1997","7","Maharashtra","Thane","3.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.0","0.0","2.2","0.1","0.0","0.0","0.0","0.0","11.5","0.0"
"96","1998","7","Maharashtra","Thane","4.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","0.2","0.0","3.3","0.1","0.0","0.0","0.0","0.0","11.5","0.0"
"96","1999","7","Maharashtra","Thane","3.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","0.3","0.0","2.4","0.2","0.0","0.0","0.0","0.0","13.0","0.0"
"96","2000","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.3","0.0","2.5","0.2","0.0","0.0","0.0","0.0","12.5","0.0"
"96","2001","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.3","0.0","1.1","0.2","0.0","0.0","0.0","0.0","13.6","0.0"
"96","2002","7","Maharashtra","Thane","2.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.3","0.0","1.1","0.2","0.0","0.0","0.0","0.0","14.5","0.0"
"96","2003","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"96","2004","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"96","2005","7","Maharashtra","Thane","2.5","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"96","2006","7","Maharashtra","Thane","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"96","2007","7","Maharashtra","Thane","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"96","2008","7","Maharashtra","Thane","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"96","2009","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2010","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2011","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2012","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2013","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2014","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2015","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2016","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2017","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2018","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2019","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2020","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1990","7","Maharashtra","Raigarh","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.1","0.2","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1991","7","Maharashtra","Raigarh","12.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.5","0.6","0.2","0.0","0.0","0.0","0.0","1.6","0.0"
"97","1992","7","Maharashtra","Raigarh","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.1","0.2","0.0","0.0","0.0","0.0","1.8","0.0"
"97","1993","7","Maharashtra","Raigarh","7.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.2","0.3","0.1","0.0","0.0","0.0","0.0","1.2","0.0"
"97","1994","7","Maharashtra","Raigarh","8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.5","0.6","0.0","0.1","0.0","0.0","0.0","1.2","0.0"
"97","1995","7","Maharashtra","Raigarh","8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.9","1.2","0.1","0.1","0.0","0.0","0.0","1.2","0.0"
"97","1996","7","Maharashtra","Raigarh","7.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.8","1.1","0.1","0.0","0.0","0.0","0.0","3.0","0.0"
"97","1997","7","Maharashtra","Raigarh","7.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.0","0.3","0.0","0.0","0.0","0.0","0.0","3.8","0.0"
"97","1998","7","Maharashtra","Raigarh","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.6","0.9","0.2","0.0","0.0","0.0","0.0","3.2","0.0"
"97","1999","7","Maharashtra","Raigarh","6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.1","0.5","0.9","0.2","0.0","0.0","0.0","0.0","3.2","0.0"
"97","2000","7","Maharashtra","Raigarh","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.3","0.2","0.8","0.2","0.0","0.0","0.0","0.0","3.9","0.0"
"97","2001","7","Maharashtra","Raigarh","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","0.5","0.2","0.0","0.0","0.0","0.0","4.6","0.0"
"97","2002","7","Maharashtra","Raigarh","8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","0.5","0.2","0.0","0.0","0.0","0.0","6.1","0.0"
"97","2003","7","Maharashtra","Raigarh","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"97","2004","7","Maharashtra","Raigarh","8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"97","2005","7","Maharashtra","Raigarh","8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"97","2006","7","Maharashtra","Raigarh","8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"97","2007","7","Maharashtra","Raigarh","8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"97","2008","7","Maharashtra","Raigarh","8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"97","2009","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2010","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2011","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2012","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2013","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2014","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2015","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2016","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2017","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2018","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2019","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2020","7","Maharashtra","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","1990","7","Maharashtra","Ratnagiri","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.3","0.7","0.0","0.0","0.0","0.0","0.1","0.0"
"98","1991","7","Maharashtra","Ratnagiri","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.2","1.0","1.3","0.5","0.7","0.0","0.0","0.0","13.8","0.0"
"98","1992","7","Maharashtra","Ratnagiri","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.2","0.5","0.0","0.0","0.0","0.0","0.9","0.0"
"98","1993","7","Maharashtra","Ratnagiri","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.6","0.0","0.0","0.0","0.0","0.2","0.0"
"98","1994","7","Maharashtra","Ratnagiri","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.5","0.0","0.0","0.0","0.0","0.5","0.0"
"98","1995","7","Maharashtra","Ratnagiri","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.6","0.0","0.0","0.0","0.0","0.6","0.0"
"98","1996","7","Maharashtra","Ratnagiri","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.6","0.0","0.0","0.0","0.0","1.3","0.0"
"98","1997","7","Maharashtra","Ratnagiri","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.3","0.0","0.0","0.0","0.0","0.3","0.0"
"98","1998","7","Maharashtra","Ratnagiri","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.6","0.0","0.0","0.0","0.0","1.2","0.0"
"98","1999","7","Maharashtra","Ratnagiri","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.2","0.6","0.0","0.0","0.0","0.0","2.1","0.0"
"98","2000","7","Maharashtra","Ratnagiri","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.7","0.8","0.5","0.0","0.0","0.0","0.0","3.6","0.0"
"98","2001","7","Maharashtra","Ratnagiri","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.7","0.8","0.4","0.0","0.0","0.0","0.0","4.2","0.0"
"98","2002","7","Maharashtra","Ratnagiri","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.7","0.8","0.3","0.0","0.0","0.0","0.0","5.4","0.0"
"98","2003","7","Maharashtra","Ratnagiri","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"98","2004","7","Maharashtra","Ratnagiri","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.3","0.0","0.0","0.0","0.0","-1.0","-1.0"
"98","2005","7","Maharashtra","Ratnagiri","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"98","2006","7","Maharashtra","Ratnagiri","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"98","2007","7","Maharashtra","Ratnagiri","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.2","0.0","0.0","0.0","0.0","-1.0","-1.0"
"98","2008","7","Maharashtra","Ratnagiri","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","0.1","0.0","0.0","0.0","0.0","-1.0","-1.0"
"98","2009","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2010","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2011","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2012","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2013","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2014","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2015","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2016","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2017","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2018","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2019","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","2020","7","Maharashtra","Ratnagiri","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","1990","7","Maharashtra","Nasik","3.9","55.7","3.5","4.9","8.4","0.5","1.9","0.0","0.0","25.7","0.0","0.4","26.1","4.3","0.0","0.0","37.6","0.8","51.1","0.6"
"99","1991","7","Maharashtra","Nasik","3.8","58.8","1.8","4.6","6.4","2.4","1.0","0.0","0.0","18.8","0.0","2.3","21.1","2.3","0.0","0.0","41.2","0.7","61.7","8.0"
"99","1992","7","Maharashtra","Nasik","6.5","56.0","1.0","2.0","3.0","2.2","1.1","0.0","0.0","19.7","0.0","0.0","19.7","10.1","0.0","0.0","34.7","0.5","58.6","6.2"
"99","1993","7","Maharashtra","Nasik","2.7","57.3","2.0","8.6","10.6","10.9","0.4","0.0","0.0","22.7","0.0","0.0","22.7","4.1","0.0","0.0","23.2","0.1","56.8","2.0"
"99","1994","7","Maharashtra","Nasik","2.4","54.7","2.1","7.0","9.1","2.5","0.7","0.0","0.0","29.5","0.0","0.2","29.7","6.0","0.0","0.0","36.0","0.1","64.4","1.8"
"99","1995","7","Maharashtra","Nasik","1.8","50.1","0.3","8.2","8.5","14.7","1.8","0.0","0.0","29.2","0.0","0.5","29.7","3.8","0.0","0.0","36.7","0.1","56.6","2.6"
"99","1996","7","Maharashtra","Nasik","3.2","62.6","0.0","5.3","5.3","12.2","2.1","0.0","0.0","28.1","0.0","0.5","28.6","4.0","0.0","0.0","27.4","0.2","75.1","7.1"
"99","1997","7","Maharashtra","Nasik","3.6","60.8","0.6","6.8","7.4","14.0","2.3","0.0","0.0","28.1","0.0","0.6","28.7","4.5","0.0","0.0","19.3","1.2","77.9","7.2"
"99","1998","7","Maharashtra","Nasik","3.1","58.8","0.6","5.6","6.2","14.0","2.5","0.0","0.0","28.4","0.0","0.5","28.9","7.8","0.0","0.0","18.2","1.2","79.5","7.7"
"99","1999","7","Maharashtra","Nasik","3.0","55.5","0.7","5.9","6.6","13.3","3.1","0.0","0.0","26.4","0.0","0.4","26.8","8.2","0.0","0.0","26.0","1.8","82.6","7.8"
"99","2000","7","Maharashtra","Nasik","2.8","35.1","0.4","2.7","3.1","25.0","3.9","0.0","0.0","21.9","0.0","0.9","22.8","1.2","0.0","0.0","31.1","0.3","96.9","9.5"
"99","2001","7","Maharashtra","Nasik","2.6","33.4","0.4","3.1","3.5","25.0","3.8","0.0","0.0","14.4","0.0","0.9","15.3","1.7","0.0","0.0","27.3","0.6","88.2","10.9"
"99","2002","7","Maharashtra","Nasik","3.1","32.5","1.1","3.4","4.5","16.7","4.0","0.0","0.0","14.3","0.0","0.9","15.2","4.0","0.0","0.0","27.8","0.9","114.3","10.8"
"99","2003","7","Maharashtra","Nasik","2.7","32.3","0.8","0.5","1.3","18.0","-1.0","0.0","0.0","18.3","0.0","-1.0","-1.0","1.2","0.0","0.0","-1.0","0.4","-1.0","-1.0"
"99","2004","7","Maharashtra","Nasik","2.7","51.1","0.8","0.6","1.4","17.1","0.2","0.0","0.0","22.3","0.0","-1.0","-1.0","3.0","0.0","0.0","14.3","0.6","-1.0","-1.0"
"99","2005","7","Maharashtra","Nasik","2.7","64.9","0.4","0.6","1.0","14.6","0.6","0.0","0.0","23.3","0.0","-1.0","-1.0","3.0","0.0","0.0","-1.0","0.5","-1.0","-1.0"
"99","2006","7","Maharashtra","Nasik","2.1","77.0","0.1","0.4","0.5","13.9","1.0","0.0","0.0","28.8","0.0","-1.0","-1.0","3.9","0.0","0.0","-1.0","0.5","-1.0","-1.0"
"99","2007","7","Maharashtra","Nasik","2.2","75.9","0.0","0.5","0.5","10.3","0.5","0.0","0.0","23.7","0.0","-1.0","-1.0","4.0","0.0","0.0","-1.0","0.4","-1.0","-1.0"
"99","2008","7","Maharashtra","Nasik","1.1","70.0","0.0","0.6","0.6","6.7","0.6","0.0","0.0","21.1","0.0","-1.0","-1.0","2.2","0.0","0.0","-1.0","0.3","-1.0","-1.0"
"99","2009","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2010","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2011","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2012","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2013","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2014","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2015","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2016","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2017","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"99","2018","7","Maharashtra","Nasik","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
