"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"107","2007","7","Maharashtra","Kolhapur","63657.0","51.0","148.45","85.81","31709.0","25.4","73.95","42.75","29352.0","23.5","68.45","39.57","124718.0","290.85","168.13"
"107","2008","7","Maharashtra","Kolhapur","42606.0","51.6","99.31","59.02","22690.0","27.5","52.89","31.43","17343.0","21.0","40.43","24.02","82639.0","192.63","114.47"
"107","2009","7","Maharashtra","Kolhapur","69702.0","47.4","161.87","104.82","42920.0","29.2","99.67","64.54","34558.0","23.5","80.26","51.97","147180.0","341.8","221.32"
"107","2010","7","Maharashtra","Kolhapur","65271.0","46.4","151.23","143.8","39649.0","28.2","91.87","87.35","35657.0","25.4","82.62","78.56","140577.0","325.71","309.71"
"107","2011","7","Maharashtra","Kolhapur","68139.0","52.2","157.88","114.79","37177.0","28.5","86.14","62.63","25191.0","19.3","58.37","42.44","130507.0","302.38","219.86"
"107","2012","7","Maharashtra","Kolhapur","71049.0","55.7","164.62","106.81","29658.0","23.3","68.72","44.59","26804.0","21.0","62.1","40.29","127511.0","295.44","191.69"
"107","2013","7","Maharashtra","Kolhapur","65996.0","57.2","152.84","104.33","24460.0","21.2","56.65","38.67","24992.0","21.6","57.88","39.51","115448.0","267.36","182.5"
"107","2014","7","Maharashtra","Kolhapur","78964.0","54.7","182.7","124.75","33235.0","23.0","76.9","52.5","32194.0","22.3","74.49","50.86","144393.0","334.09","228.11"
"107","2015","7","Maharashtra","Kolhapur","68301.0","55.3","157.92","115.41","30649.0","24.8","70.86","51.79","24587.0","19.9","56.85","41.55","123537.0","285.63","208.75"
"107","2016","7","Maharashtra","Kolhapur","78612.0","53.3","181.3","131.83","36007.0","24.4","83.04","60.38","32856.0","22.3","75.77","55.1","147475.0","340.12","247.32"
"107","2017","7","Maharashtra","Kolhapur","70996.0","53.5","163.59","116.54","31024.0","23.4","71.48","50.93","30580.0","23.1","70.46","50.2","132600.0","305.53","217.66"
"108","1990","7","Maharashtra","Aurangabad","25399.0","60.0","33.36","26.33","10252.0","24.2","13.47","10.63","6679.0","15.8","8.77","6.92","42330.0","55.6","43.88"
"108","1991","7","Maharashtra","Aurangabad","19789.0","57.2","28.78","22.02","10415.0","30.1","15.15","11.59","4415.0","12.8","6.42","4.91","34619.0","50.35","38.52"
"108","1992","7","Maharashtra","Aurangabad","24004.0","67.8","34.02","24.94","8436.0","23.8","11.96","8.77","2946.0","8.3","4.18","3.06","35386.0","50.15","36.77"
"108","1993","7","Maharashtra","Aurangabad","26166.0","73.2","37.27","26.4","7205.0","20.2","10.26","7.27","2366.0","6.6","3.37","2.39","35737.0","50.91","36.05"
"108","1994","7","Maharashtra","Aurangabad","27116.0","64.0","38.78","27.11","11446.0","27.0","16.37","11.44","3781.0","8.9","5.41","3.78","42343.0","60.56","42.33"
"108","1995","7","Maharashtra","Aurangabad","25773.0","63.8","37.06","28.62","11032.0","27.3","15.86","12.25","3612.0","8.9","5.19","4.01","40417.0","58.12","44.89"
"108","1996","7","Maharashtra","Aurangabad","26888.0","71.9","38.52","28.57","8968.0","24.0","12.85","9.53","1546.0","4.1","2.21","1.64","37402.0","53.58","39.75"
"108","1997","7","Maharashtra","Aurangabad","35301.0","59.9","49.94","41.75","16804.0","28.5","23.77","19.87","6877.0","11.7","9.73","8.13","58982.0","83.45","69.75"
"108","1998","7","Maharashtra","Aurangabad","42031.0","63.7","58.74","49.28","19905.0","30.2","27.82","23.34","4013.0","6.1","5.61","4.71","65949.0","92.16","77.32"
"108","1999","7","Maharashtra","Aurangabad","47107.0","62.1","65.56","54.97","24011.0","31.6","33.42","28.02","4795.0","6.3","6.67","5.6","75913.0","105.65","88.58"
"108","2000","7","Maharashtra","Aurangabad","39594.0","61.2","56.74","38.66","18229.0","28.2","26.12","17.8","6918.0","10.7","9.91","6.76","64741.0","92.78","63.22"
"108","2001","7","Maharashtra","Aurangabad","36144.0","62.3","52.04","34.99","16198.0","27.9","23.32","15.68","5658.0","9.8","8.15","5.48","58000.0","83.5","56.15"
"108","2002","7","Maharashtra","Aurangabad","43673.0","58.8","62.87","42.25","20259.0","27.3","29.16","19.6","10307.0","13.9","14.84","9.97","74239.0","106.86","71.83"
"108","2003","7","Maharashtra","Aurangabad","40488.0","65.4","58.31","39.65","17411.0","28.1","25.08","17.05","4002.0","6.5","5.76","3.92","61901.0","89.16","60.62"
"108","2004","7","Maharashtra","Aurangabad","44027.0","52.3","63.83","41.86","26441.0","31.4","38.33","25.14","13738.0","16.3","19.92","13.06","84206.0","122.07","80.07"
"108","2005","7","Maharashtra","Aurangabad","47191.0","51.0","68.4","54.99","27938.0","30.2","40.5","32.56","17323.0","18.7","25.11","20.19","92452.0","134.01","107.74"
"108","2006","7","Maharashtra","Aurangabad","53815.0","51.4","77.7","49.34","31655.0","30.2","45.7","29.03","19330.0","18.4","27.91","17.72","104800.0","151.31","96.09"
"108","2007","7","Maharashtra","Aurangabad","52378.0","54.7","75.51","47.34","25769.0","26.9","37.15","23.29","17588.0","18.4","25.35","15.9","95735.0","138.01","86.52"
"108","2008","7","Maharashtra","Aurangabad","61404.0","51.1","88.95","55.36","32813.0","27.3","47.53","29.58","25907.0","21.6","37.53","23.36","120124.0","174.02","108.3"
"108","2009","7","Maharashtra","Aurangabad","73230.0","45.0","106.08","69.14","56811.0","34.9","82.3","53.64","32612.0","20.1","47.24","30.79","162653.0","235.63","153.56"
"108","2010","7","Maharashtra","Aurangabad","97928.0","49.8","141.88","107.21","59597.0","30.3","86.35","65.25","39085.0","19.9","56.63","42.79","196610.0","284.86","215.25"
"108","2011","7","Maharashtra","Aurangabad","88891.0","52.2","129.13","126.39","60614.0","35.6","88.05","86.19","20712.0","12.2","30.09","29.45","170217.0","247.26","242.03"
"108","2012","7","Maharashtra","Aurangabad","70647.0","58.6","102.94","61.19","32478.0","27.0","47.32","28.13","17361.0","14.4","25.3","15.04","120486.0","175.56","104.35"
"108","2013","7","Maharashtra","Aurangabad","93435.0","63.0","136.14","80.92","36979.0","24.9","53.88","32.03","17956.0","12.1","26.16","15.55","148370.0","216.19","128.5"
"108","2014","7","Maharashtra","Aurangabad","82704.0","59.8","121.39","76.72","33568.0","24.3","49.27","31.14","22035.0","15.9","32.34","20.44","138307.0","203.0","128.3"
"108","2015","7","Maharashtra","Aurangabad","91521.0","55.3","137.52","85.06","47442.0","28.7","71.29","44.09","26504.0","16.0","39.83","24.63","165467.0","248.64","153.78"
"108","2016","7","Maharashtra","Aurangabad","87468.0","56.4","131.77","75.33","41664.0","26.9","62.77","35.88","25891.0","16.7","39.0","22.3","155023.0","233.54","133.5"
"108","2017","7","Maharashtra","Aurangabad","80928.0","57.8","119.49","67.47","36475.0","26.1","53.85","30.41","22533.0","16.1","33.27","18.79","139936.0","206.61","116.67"
"109","1990","7","Maharashtra","Parbhani","21848.0","58.3","24.56","17.6","11520.0","30.8","12.95","9.28","4085.0","10.9","4.59","3.29","37453.0","42.1","30.17"
"109","1991","7","Maharashtra","Parbhani","23108.0","65.5","27.52","18.87","8539.0","24.2","10.17","6.97","3644.0","10.3","4.34","2.98","35291.0","42.03","28.82"
"109","1992","7","Maharashtra","Parbhani","22774.0","65.9","26.34","18.65","8652.0","25.0","10.01","7.08","3158.0","9.1","3.65","2.59","34584.0","40.0","28.32"
"109","1993","7","Maharashtra","Parbhani","21888.0","70.8","25.75","17.62","6977.0","22.6","8.21","5.62","2030.0","6.6","2.39","1.63","30895.0","36.35","24.87"
"109","1994","7","Maharashtra","Parbhani","30130.0","66.4","35.61","24.03","11392.0","25.1","13.47","9.09","3828.0","8.4","4.52","3.05","45350.0","53.61","36.17"
"109","1995","7","Maharashtra","Parbhani","24444.0","61.4","28.85","20.14","11047.0","27.7","13.04","9.1","4346.0","10.9","5.13","3.58","39837.0","47.01","32.81"
"109","1996","7","Maharashtra","Parbhani","29187.0","66.4","34.41","22.71","11575.0","26.3","13.65","9.01","3175.0","7.2","3.74","2.47","43937.0","51.8","34.19"
"109","1997","7","Maharashtra","Parbhani","32772.0","64.4","39.9","29.57","14598.0","28.7","17.77","13.17","3544.0","7.0","4.31","3.2","50914.0","61.98","45.94"
"109","1998","7","Maharashtra","Parbhani","37272.0","63.9","41.92","31.61","16193.0","27.8","18.21","13.73","4822.0","8.3","5.42","4.09","58287.0","65.56","49.43"
"109","1999","7","Maharashtra","Parbhani","41632.0","60.9","104.24","64.2","19637.0","28.7","49.17","30.28","7085.0","10.4","17.74","10.93","68354.0","171.14","105.4"
"109","2000","7","Maharashtra","Parbhani","28129.0","63.5","56.84","37.74","10977.0","24.8","22.18","14.73","5203.0","11.7","10.51","6.98","44309.0","89.53","59.44"
"109","2001","7","Maharashtra","Parbhani","29090.0","62.9","59.26","35.23","11547.0","25.0","23.52","13.99","5634.0","12.2","11.48","6.82","46271.0","94.26","56.05"
"109","2002","7","Maharashtra","Parbhani","31904.0","60.5","65.18","38.1","14954.0","28.4","30.55","17.86","5858.0","11.1","11.97","7.0","52716.0","107.69","62.95"
"109","2003","7","Maharashtra","Parbhani","27229.0","59.5","55.63","32.52","13808.0","30.2","28.21","16.49","4688.0","10.3","9.58","5.6","45725.0","93.41","54.61"
"109","2004","7","Maharashtra","Parbhani","20978.0","55.4","42.86","25.05","13322.0","35.2","27.22","15.91","3547.0","9.4","7.25","4.24","37847.0","77.32","45.2"
"109","2005","7","Maharashtra","Parbhani","27001.0","53.3","55.61","33.62","17071.0","33.7","35.16","21.26","6586.0","13.0","13.57","8.2","50658.0","104.34","63.08"
"109","2006","7","Maharashtra","Parbhani","30876.0","52.1","63.82","35.76","20733.0","35.0","42.85","24.01","7634.0","12.9","15.78","8.84","59243.0","122.45","68.61"
"109","2007","7","Maharashtra","Parbhani","31834.0","53.5","65.8","36.87","18437.0","31.0","38.11","21.35","9251.0","15.5","19.12","10.71","59522.0","123.03","68.93"
"109","2008","7","Maharashtra","Parbhani","30305.0","54.1","62.74","35.13","16788.0","30.0","34.76","19.46","8881.0","15.9","18.39","10.3","55974.0","115.89","64.89"
"109","2009","7","Maharashtra","Parbhani","28909.0","50.1","59.85","34.31","21128.0","36.6","43.74","25.07","7665.0","13.3","15.87","9.1","57702.0","119.47","68.48"
"109","2010","7","Maharashtra","Parbhani","38022.0","47.5","78.75","42.61","28373.0","35.4","58.77","31.79","13681.0","17.1","28.34","15.33","80076.0","165.86","89.73"
"109","2011","7","Maharashtra","Parbhani","33679.0","59.2","69.76","41.66","16863.0","29.7","34.93","20.86","6303.0","11.1","13.06","7.8","56845.0","117.74","70.32"
"109","2012","7","Maharashtra","Parbhani","35651.0","52.5","73.84","39.9","22551.0","33.2","46.71","25.24","9752.0","14.4","20.2","10.91","67954.0","140.75","76.05"
"109","2013","7","Maharashtra","Parbhani","40396.0","56.7","83.67","45.21","20940.0","29.4","43.37","23.44","9899.0","13.9","20.5","11.08","71235.0","147.55","79.73"
"109","2014","7","Maharashtra","Parbhani","35941.0","55.4","74.83","41.99","18009.0","27.7","37.5","21.04","10982.0","16.9","22.86","12.83","64932.0","135.19","75.86"
"109","2015","7","Maharashtra","Parbhani","30072.0","51.3","62.83","36.43","20160.0","34.4","42.12","24.42","8339.0","14.2","17.42","10.1","58571.0","122.38","70.96"
"109","2016","7","Maharashtra","Parbhani","33134.0","54.3","68.47","34.6","19461.0","31.9","40.22","20.32","8438.0","13.8","17.44","8.81","61034.0","126.13","63.74"
"109","2017","7","Maharashtra","Parbhani","33388.0","49.2","69.0","34.87","23809.0","35.1","49.2","24.86","10698.0","15.8","22.11","11.17","67895.0","140.31","70.9"
"110","1990","7","Maharashtra","Beed","16547.0","56.1","18.81","15.85","9819.0","33.3","11.16","9.41","3127.0","10.6","3.55","3.0","29493.0","33.52","28.26"
"110","1991","7","Maharashtra","Beed","13356.0","59.0","16.61","14.88","6636.0","29.3","8.25","7.39","2645.0","11.7","3.29","2.95","22637.0","28.15","25.22"
"110","1992","7","Maharashtra","Beed","18229.0","67.0","21.89","19.56","6997.0","25.7","8.4","7.51","1974.0","7.3","2.37","2.12","27200.0","32.66","29.19"
"110","1993","7","Maharashtra","Beed","20991.0","69.8","25.33","22.29","7360.0","24.5","8.88","7.82","1736.0","5.8","2.1","1.84","30087.0","36.31","31.95"
"110","1994","7","Maharashtra","Beed","19124.0","60.4","23.19","20.48","9369.0","29.6","11.36","10.04","3190.0","10.1","3.87","3.42","31683.0","38.42","33.94"
"110","1995","7","Maharashtra","Beed","20346.0","54.1","24.71","21.7","9553.0","25.4","11.6","10.19","7678.0","20.4","9.32","8.19","37577.0","45.64","40.09"
"110","1996","7","Maharashtra","Beed","20075.0","68.2","25.57","21.98","7259.0","24.7","9.24","7.95","2110.0","7.2","2.69","2.31","29444.0","37.5","32.24"
"110","1997","7","Maharashtra","Beed","22415.0","60.4","28.96","24.07","12221.0","33.0","15.79","13.12","2452.0","6.6","3.17","2.63","37088.0","47.92","39.82"
"110","1998","7","Maharashtra","Beed","27652.0","58.1","33.34","29.45","15152.0","31.8","18.27","16.13","4773.0","10.0","5.75","5.08","47577.0","57.36","50.66"
"110","1999","7","Maharashtra","Beed","30904.0","55.4","35.82","31.77","18419.0","33.0","21.35","18.94","6485.0","11.6","7.52","6.67","55808.0","64.69","57.38"
"110","2000","7","Maharashtra","Beed","34176.0","60.3","69.68","41.71","15947.0","28.1","32.51","19.46","6566.0","11.6","13.39","8.01","56689.0","115.57","69.19"
"110","2001","7","Maharashtra","Beed","32665.0","60.8","42.38","34.88","15554.0","29.0","20.18","16.61","5496.0","10.2","7.13","5.87","53715.0","69.69","57.36"
"110","2002","7","Maharashtra","Beed","33632.0","60.4","43.78","36.06","15390.0","27.6","20.03","16.5","6688.0","12.0","8.71","7.17","55710.0","72.52","59.74"
"110","2003","7","Maharashtra","Beed","25547.0","55.6","33.47","28.52","15397.0","33.5","20.17","17.19","4963.0","10.8","6.5","5.54","45907.0","60.15","51.24"
"110","2004","7","Maharashtra","Beed","27324.0","52.3","35.95","30.52","17665.0","33.8","23.24","19.73","7212.0","13.8","9.49","8.06","52201.0","68.68","58.31"
"110","2005","7","Maharashtra","Beed","34717.0","51.9","45.87","36.21","20741.0","31.0","27.4","21.63","11436.0","17.1","15.11","11.93","66894.0","88.38","69.78"
"110","2006","7","Maharashtra","Beed","39783.0","50.6","52.68","43.52","25625.0","32.6","33.93","28.03","13276.0","16.9","17.58","14.52","78684.0","104.19","86.07"
"110","2007","7","Maharashtra","Beed","41195.0","50.8","54.8","45.0","24299.0","29.9","32.32","26.54","15666.0","19.3","20.84","17.11","81160.0","107.95","88.66"
"110","2008","7","Maharashtra","Beed","43728.0","58.0","58.36","48.02","20504.0","27.2","27.36","22.51","11182.0","14.8","14.92","12.28","75414.0","100.65","82.81"
"110","2009","7","Maharashtra","Beed","45937.0","51.7","61.34","46.98","29620.0","33.4","39.55","30.29","13231.0","14.9","17.67","13.53","88788.0","118.56","90.79"
"110","2010","7","Maharashtra","Beed","61270.0","48.0","81.86","60.32","40248.0","31.5","53.77","39.62","26118.0","20.5","34.89","25.71","127636.0","170.52","125.65"
"110","2011","7","Maharashtra","Beed","63456.0","55.2","84.78","73.87","38987.0","33.9","52.09","45.39","12522.0","10.9","16.73","14.58","114965.0","153.59","133.84"
"110","2012","7","Maharashtra","Beed","45305.0","53.7","60.53","44.79","25882.0","30.7","34.58","25.59","13169.0","15.6","17.59","13.02","84356.0","112.7","83.4"
"110","2013","7","Maharashtra","Beed","58257.0","55.5","77.18","56.08","31768.0","30.3","42.09","30.58","14982.0","14.3","19.85","14.42","105007.0","139.12","101.08"
"110","2014","7","Maharashtra","Beed","53577.0","57.1","71.36","51.77","26746.0","28.5","35.62","25.84","13524.0","14.4","18.01","13.07","93847.0","125.0","90.67"
"110","2015","7","Maharashtra","Beed","42548.0","51.6","54.42","40.88","28500.0","34.6","36.45","27.38","11387.0","13.8","14.56","10.94","82435.0","105.43","79.2"
"110","2016","7","Maharashtra","Beed","46921.0","47.6","61.93","45.89","34132.0","34.7","45.05","33.38","17419.0","17.7","22.99","17.04","98472.0","129.98","96.31"
"110","2017","7","Maharashtra","Beed","60321.0","49.1","79.62","59.01","41388.0","33.7","54.63","40.49","21125.0","17.2","27.88","20.66","122834.0","162.14","120.15"
"111","1990","7","Maharashtra","Nanded","47940.0","58.1","65.81","59.69","20324.0","24.6","27.9","25.31","14240.0","17.3","19.55","17.73","82504.0","113.25","102.73"
"111","1991","7","Maharashtra","Nanded","37990.0","56.9","51.78","48.25","17862.0","26.7","24.35","22.68","10923.0","16.4","14.89","13.87","66775.0","91.01","84.8"
"111","1992","7","Maharashtra","Nanded","39555.0","59.8","54.1","50.01","18265.0","27.6","24.98","23.09","8342.0","12.6","11.41","10.55","66162.0","90.48","83.65"
"111","1993","7","Maharashtra","Nanded","36580.0","70.9","50.23","46.33","11158.0","21.6","15.32","14.13","3884.0","7.5","5.33","4.92","51622.0","70.88","65.39"
"111","1994","7","Maharashtra","Nanded","37112.0","62.0","51.03","46.17","16050.0","26.8","22.07","19.97","6686.0","11.2","9.19","8.32","59848.0","82.3","74.46"
"111","1995","7","Maharashtra","Nanded","47586.0","60.8","65.75","59.19","22511.0","28.8","31.11","28.0","8170.0","10.4","11.29","10.16","78267.0","108.15","97.36"
"111","1996","7","Maharashtra","Nanded","50807.0","78.7","69.99","62.26","10080.0","15.6","13.89","12.35","3709.0","5.7","5.11","4.55","64596.0","88.99","79.16"
"111","1997","7","Maharashtra","Nanded","58289.0","56.7","78.4","69.06","28297.0","27.5","38.06","33.53","16292.0","15.8","21.91","19.3","102878.0","138.37","121.89"
"111","1998","7","Maharashtra","Nanded","60555.0","57.0","85.22","73.04","31352.0","29.5","44.12","37.81","14398.0","13.5","20.26","17.37","106305.0","149.6","128.22"
"111","1999","7","Maharashtra","Nanded","67630.0","54.7","83.18","72.69","37524.0","30.3","46.15","40.33","18591.0","15.0","22.86","19.98","123745.0","152.19","133.0"
"111","2000","7","Maharashtra","Nanded","57068.0","60.4","80.52","69.38","26433.0","28.0","37.3","32.14","10986.0","11.6","15.5","13.36","94487.0","133.32","114.88"
"111","2001","7","Maharashtra","Nanded","57699.0","57.9","81.42","70.15","28225.0","28.3","39.83","34.32","13741.0","13.8","19.39","16.71","99665.0","140.63","121.17"
"111","2002","7","Maharashtra","Nanded","46695.0","56.1","66.24","56.65","22877.0","27.5","32.45","27.76","13621.0","16.4","19.32","16.53","83193.0","118.02","100.94"
"111","2003","7","Maharashtra","Nanded","52344.0","62.7","74.26","63.51","24164.0","29.0","34.28","29.32","6925.0","8.3","9.82","8.4","83433.0","118.36","101.23"
"111","2004","7","Maharashtra","Nanded","45806.0","48.2","65.02","55.86","31605.0","33.3","44.86","38.54","17631.0","18.6","25.03","21.5","95042.0","134.91","115.9"
"111","2005","7","Maharashtra","Nanded","62742.0","51.8","89.31","73.61","40277.0","33.2","57.33","47.25","18143.0","15.0","25.83","21.28","121162.0","172.47","142.14"
"111","2006","7","Maharashtra","Nanded","71131.0","52.0","100.92","85.57","45643.0","33.4","64.76","54.91","19956.0","14.6","28.31","24.01","136730.0","194.0","164.48"
"111","2007","7","Maharashtra","Nanded","65068.0","53.6","92.32","78.27","38903.0","32.1","55.2","46.8","17320.0","14.3","24.57","20.83","121291.0","172.09","145.91"
"111","2008","7","Maharashtra","Nanded","75137.0","47.1","106.85","90.42","49622.0","31.1","70.57","59.71","34802.0","21.8","49.49","41.88","159561.0","226.91","192.01"
"111","2009","7","Maharashtra","Nanded","68811.0","40.3","97.85","77.92","61741.0","36.1","87.8","69.91","40320.0","23.6","57.34","45.66","170872.0","242.99","193.49"
"111","2010","7","Maharashtra","Nanded","82291.0","46.5","116.08","86.67","63627.0","35.9","89.75","67.01","31234.0","17.6","44.06","32.9","177152.0","249.9","186.57"
"111","2011","7","Maharashtra","Nanded","85347.0","49.4","120.44","101.23","67338.0","39.0","95.03","79.87","19969.0","11.6","28.18","23.69","172654.0","243.66","204.78"
"111","2012","7","Maharashtra","Nanded","64379.0","49.5","90.88","67.85","46152.0","35.5","65.15","48.64","19514.0","15.0","27.55","20.57","130045.0","183.58","137.06"
"111","2013","7","Maharashtra","Nanded","75715.0","58.3","106.88","79.8","37962.0","29.2","53.59","40.01","16216.0","12.5","22.89","17.09","129893.0","183.36","136.9"
"111","2014","7","Maharashtra","Nanded","85127.0","54.0","121.18","98.98","46277.0","29.4","65.87","53.81","26123.0","16.6","37.19","30.38","157527.0","224.24","183.17"
"111","2015","7","Maharashtra","Nanded","89930.0","53.2","128.01","104.63","60478.0","35.8","86.09","70.36","18755.0","11.1","26.7","21.82","169163.0","240.8","196.82"
"111","2016","7","Maharashtra","Nanded","86710.0","53.4","119.21","88.41","50601.0","31.1","69.56","51.59","25199.0","15.5","34.64","25.69","162510.0","223.41","165.69"
"111","2017","7","Maharashtra","Nanded","75364.0","46.5","103.91","78.19","56691.0","35.0","78.16","58.82","30042.0","18.5","41.42","31.17","162097.0","223.49","168.19"
"112","1990","7","Maharashtra","Osmanabad","7153.0","52.8","11.96","9.67","4294.0","31.7","7.18","5.8","2105.0","15.5","3.52","2.84","13552.0","22.65","18.32"
"112","1991","7","Maharashtra","Osmanabad","6704.0","54.0","11.94","9.35","4168.0","33.6","7.42","5.82","1545.0","12.4","2.75","2.16","12417.0","22.11","17.33"
"112","1992","7","Maharashtra","Osmanabad","6929.0","57.8","12.81","10.3","3638.0","30.3","6.72","5.41","1420.0","11.8","2.62","2.11","11987.0","22.16","17.82"
"112","1993","7","Maharashtra","Osmanabad","8052.0","70.1","15.02","11.65","2742.0","23.9","5.11","3.97","698.0","6.1","1.3","1.01","11492.0","21.44","16.63"
"112","1994","7","Maharashtra","Osmanabad","6296.0","59.4","11.78","8.98","3046.0","28.7","5.7","4.34","1253.0","11.8","2.35","1.79","10595.0","19.83","15.11"
"112","1995","7","Maharashtra","Osmanabad","10388.0","52.8","19.48","14.7","6963.0","35.4","13.06","9.85","2339.0","11.9","4.39","3.31","19690.0","36.93","27.85"
"112","1996","7","Maharashtra","Osmanabad","10060.0","65.7","18.88","14.01","4061.0","26.5","7.62","5.65","1181.0","7.7","2.22","1.64","15302.0","28.72","21.3"
"112","1997","7","Maharashtra","Osmanabad","9460.0","52.3","16.22","12.24","5205.0","28.8","8.93","6.74","3418.0","18.9","5.86","4.42","18083.0","31.01","23.41"
"112","1998","7","Maharashtra","Osmanabad","14815.0","64.6","25.76","19.43","6083.0","26.5","10.58","7.98","2039.0","8.9","3.54","2.67","22937.0","39.88","30.08"
"112","1999","7","Maharashtra","Osmanabad","16454.0","62.4","28.25","21.32","7276.0","27.6","12.49","9.43","2619.0","9.9","4.5","3.39","26349.0","45.23","34.15"
"112","2000","7","Maharashtra","Osmanabad","12123.0","44.0","15.73","13.06","8803.0","32.0","11.42","9.49","6603.0","24.0","8.57","7.12","27529.0","35.72","29.67"
"112","2001","7","Maharashtra","Osmanabad","11434.0","54.4","23.16","15.15","7186.0","34.2","14.55","9.52","2399.0","11.4","4.86","3.18","21019.0","42.57","27.86"
"112","2002","7","Maharashtra","Osmanabad","10842.0","48.9","22.01","14.31","6982.0","31.5","14.17","9.21","4330.0","19.5","8.79","5.71","22154.0","44.96","29.24"
"112","2003","7","Maharashtra","Osmanabad","4833.0","47.0","10.0","6.4","4640.0","45.1","9.6","6.14","807.0","7.9","1.67","1.07","10280.0","21.28","13.61"
"112","2004","7","Maharashtra","Osmanabad","9580.0","51.3","20.02","13.38","7371.0","39.5","15.4","10.29","1723.0","9.2","3.6","2.41","18674.0","39.03","26.07"
"112","2005","7","Maharashtra","Osmanabad","12688.0","49.1","26.52","16.33","9850.0","38.1","20.59","12.68","3311.0","12.8","6.92","4.26","25849.0","54.02","33.28"
"112","2006","7","Maharashtra","Osmanabad","14444.0","48.4","30.17","20.16","11627.0","39.0","24.28","16.23","3772.0","12.6","7.88","5.27","29843.0","62.33","41.66"
"112","2007","7","Maharashtra","Osmanabad","13073.0","49.6","27.28","17.98","9326.0","35.4","19.46","12.83","3947.0","15.0","8.23","5.43","26346.0","54.97","36.24"
"112","2008","7","Maharashtra","Osmanabad","15295.0","46.6","31.93","20.97","12481.0","38.0","26.06","17.11","5041.0","15.4","10.52","6.91","32817.0","68.51","44.99"
"112","2009","7","Maharashtra","Osmanabad","19064.0","42.5","39.8","23.08","18223.0","40.6","38.04","22.06","7605.0","16.9","15.88","9.21","44892.0","93.72","54.35"
"112","2010","7","Maharashtra","Osmanabad","23242.0","42.6","48.55","25.75","20834.0","38.1","43.52","23.08","10544.0","19.3","22.03","11.68","54620.0","114.1","60.51"
"112","2011","7","Maharashtra","Osmanabad","29114.0","52.6","60.9","41.51","20231.0","36.6","42.32","28.84","5960.0","10.8","12.47","8.5","55305.0","115.68","78.85"
"112","2012","7","Maharashtra","Osmanabad","24885.0","57.3","52.58","27.55","13836.0","31.9","29.23","15.32","4672.0","10.8","9.87","5.17","43393.0","91.68","48.04"
"112","2013","7","Maharashtra","Osmanabad","23649.0","55.8","50.17","24.82","13966.0","33.0","29.63","14.66","4755.0","11.2","10.09","4.99","42370.0","89.88","44.46"
"112","2014","7","Maharashtra","Osmanabad","23667.0","49.7","50.64","24.89","16955.0","35.6","36.28","17.83","6961.0","14.6","14.89","7.32","47583.0","101.8","50.03"
"112","2015","7","Maharashtra","Osmanabad","13372.0","44.6","32.06","17.26","12177.0","40.6","29.19","15.72","4436.0","14.8","10.64","5.73","29985.0","71.89","38.7"
"112","2016","7","Maharashtra","Osmanabad","18945.0","48.2","45.5","23.24","15641.0","39.8","37.56","19.19","4725.0","12.0","11.35","5.8","39311.0","94.41","48.22"
"112","2017","7","Maharashtra","Osmanabad","25421.0","47.3","59.93","30.52","20184.0","37.6","47.58","24.23","8116.0","15.1","19.13","9.74","53721.0","126.64","64.5"
"113","1990","7","Maharashtra","Buldhana","27026.0","60.3","38.14","31.57","14103.0","31.4","19.9","16.47","3725.0","8.3","5.26","4.35","44854.0","63.3","52.39"
"113","1991","7","Maharashtra","Buldhana","22045.0","61.5","32.17","27.97","10700.0","29.9","15.62","13.58","3074.0","8.6","4.49","3.9","35819.0","52.28","45.44"
"113","1992","7","Maharashtra","Buldhana","25134.0","62.9","35.82","30.71","12276.0","30.7","17.49","15.0","2569.0","6.4","3.66","3.14","39979.0","56.97","48.86"
"113","1993","7","Maharashtra","Buldhana","28262.0","70.9","40.29","34.02","9793.0","24.6","13.96","11.79","1781.0","4.5","2.54","2.14","39836.0","56.79","47.95"
"113","1994","7","Maharashtra","Buldhana","31320.0","68.0","44.74","37.0","11533.0","25.0","16.47","13.62","3218.0","7.0","4.6","3.8","46071.0","65.81","54.43"
"113","1995","7","Maharashtra","Buldhana","35638.0","63.0","50.93","43.32","16274.0","28.8","23.26","19.78","4658.0","8.2","6.66","5.66","56570.0","80.84","68.77"
"113","1996","7","Maharashtra","Buldhana","31802.0","72.6","45.54","39.06","10114.0","23.1","14.48","12.42","1918.0","4.4","2.75","2.36","43834.0","62.77","53.84"
